Index,Name,Age,Gender,Nationality,Years Active,Genre Specialization,Beauty,Skill Level,Education Level,Award Wins,Media Mentions,Social Media Followers,Social Media Likes,Network Size,Income
262,Elizabeth Montgomery,28,Female,USA,10,Sci-Fi,7.57,8.56,Graduate,8,42,15819,5349,28,669851.6
263,Allen Hanson,22,Female,USA,4,Comedy,7.11,8.93,High School,7,27,17160,5047,31,699543.77
264,Mr. Christopher Roberts DVM,44,Male,USA,18,Horror,4.5,7.71,High School,8,39,18111,5101,23,653117.16
265,Wanda Jackson,38,Female,Canada,20,Action,7.61,13.15,University,10,46,20627,5550,25,1297717.9
266,Christopher Lopez,29,Male,USA,11,Drama,8.58,5.41,High School,6,40,15579,4988,24,386566.05
267,Brett Orozco,48,Male,USA,23,Action,5.67,12.68,College,15,36,16175,4986,28,1584789.18
268,Patrick Kim,22,Female,USA,4,Drama,7.92,6.82,University,9,32,15587,5089,28,565999.55
269,Matthew Rodriguez,29,Male,USA,11,Action,6.53,8.04,High School,7,35,16564,4912,27,789123.28
270,Rebecca Cruz,36,Female,Canada,18,Drama,6.96,10.26,University,11,44,16090,4979,23,1027976.26
271,Christopher Newman,36,Female,USA,10,Comedy,8.43,4.95,College,6,48,16238,5275,27,467431.9
272,Jennifer Rubio,47,Female,USA,18,Comedy,9.86,9.69,University,14,39,19310,5525,34,2411009.55
273,Austin Green,36,Female,USA,10,Musical,9.48,18.47,Graduate,9,37,15935,5207,24,454152.66
274,Joshua Hall,39,Male,USA,17,Drama,11.0,7.67,High School,10,41,16547,5116,26,1265040.48
275,Ann Anthony,39,Male,USA,14,Drama,9.28,5.96,College,9,27,14102,4450,24,827535.85
276,Travis Estrada,19,Female,Canada,1,Musical,11.44,3.74,High School,4,39,15666,4767,22,356053.28
277,Morgan Barrett,46,Female,USA,19,Drama,10.03,9.57,Graduate,11,31,16677,4871,27,1428166.56
278,Timothy Braun,58,Male,USA,13,Action,5.4,15.41,University,9,36,17862,5507,31,701392.26
279,Traci Hancock,44,Male,USA,13,Sci-Fi,8.09,7.28,University,8,47,17333,5163,27,773144.42
280,Mr. Jerry Vaughn,47,Female,Canada,14,Comedy,6.87,5.45,Graduate,7,23,16749,4907,27,666932.35
281,David Avery,43,Male,USA,15,Horror,6.22,15.28,University,11,42,19531,5444,23,924345.36
282,Thomas George,29,Female,USA,11,Drama,8.12,8.36,High School,7,26,14219,4681,24,706315.97
283,Matthew Hunt,45,Female,Canada,21,Action,9.38,9.06,University,13,41,19502,5251,17,2645846.59
284,Robert Tanner,55,Female,USA,13,Horror,6.6,9.7,High School,10,27,13380,5021,31,456299.42
285,Jason White,59,Female,USA,17,Drama,5.95,4.76,Graduate,6,31,15784,5208,26,696992.24
286,Kelly Perez,51,Female,USA,16,Comedy,6.94,11.32,University,11,30,16385,4640,23,930119.17
287,Heather Nelson,44,Female,USA,16,Comedy,6.77,4.72,Graduate,8,33,16341,5048,20,1040330.9
288,James Griffin,47,Male,USA,14,Action,6.21,8.25,High School,9,39,15259,5189,24,976213.08
289,Jennifer Allen DDS,40,Female,USA,17,Action,9.01,3.4,High School,10,42,18984,5520,24,1721940.82
290,Gary Benson,42,Female,USA,12,Drama,10.13,12.86,University,9,44,17513,5105,27,891364.47
291,Elizabeth Rodgers,31,Female,Canada,13,Drama,7.06,5.65,Graduate,8,37,15893,5031,24,745148.64
292,Keith Bray,33,Male,USA,9,Drama,7.9,3.57,High School,8,47,17366,4993,31,551814.41
293,Jerry Stafford,44,Male,USA,17,Sci-Fi,6.9,8.51,University,8,45,18991,5490,30,831591.82
294,Colleen Gilbert,37,Female,USA,15,Drama,7.85,2.6,College,9,42,13735,4719,29,755916.6
295,Michael Turner,46,Male,USA,17,Action,3.28,8.5,High School,11,39,16645,4854,25,719150.71
296,Brenda Reynolds,18,Female,USA,0,Action,9.08,12.24,Graduate,5,30,15987,4554,28,379931.82
297,Matthew Mccarthy,42,Male,USA,13,Sci-Fi,8.62,9.6,Graduate,8,58,19784,5485,22,828923.32
298,Jennifer Zhang,37,Female,USA,14,Drama,9.09,12.34,Graduate,9,33,14738,4714,27,772181.7
299,Lisa Thomas,53,Male,USA,17,Action,6.74,20.48,Graduate,12,37,16295,4953,27,1040340.28
300,Julia Ritter,44,Male,USA,18,Action,5.5,12.18,College,11,32,18975,5273,24,915643.18
301,Jeffrey Ford,44,Male,USA,14,Sci-Fi,6.41,11.23,College,10,49,17035,5330,22,786869.26
302,Julie Roberts,63,Male,USA,12,Comedy,8.23,7.29,College,6,32,16022,4838,25,652064.6
303,Trevor Barnett,21,Female,USA,3,Comedy,8.53,2.63,High School,5,35,15247,5151,24,328029.79
304,Stacy Collier,30,Female,USA,12,Drama,9.19,7.61,Graduate,8,36,14263,5405,23,526983.19
305,David Higgins,34,Male,USA,16,Drama,8.51,10.79,University,8,23,13992,4836,33,748831.0
306,Michelle Garcia,28,Male,USA,10,Action,7.91,6.08,University,8,52,19876,4913,28,888050.15
307,Walter Newman,46,Female,USA,18,Action,7.07,6.85,College,9,38,15106,4443,26,855469.19
308,Cynthia Brown,41,Female,Canada,16,Drama,6.01,5.52,High School,7,37,14560,4888,23,514650.25
309,Richard Rodriguez,44,Female,Canada,13,Drama,8.64,0.36,College,5,44,18057,5128,29,630221.26
310,Julie Nguyen,29,Female,USA,11,Drama,8.74,9.28,University,9,41,15419,5142,28,737299.43
311,Stephanie Conrad,41,Female,USA,11,Drama,8.78,12.01,High School,8,41,18323,5657,29,871148.72
312,Susan Ponce,38,Male,USA,16,Action,5.89,12.1,College,10,35,16252,5294,32,700361.33
313,Victoria Lewis,26,Male,USA,8,Comedy,5.81,7.43,Graduate,6,22,15659,5156,23,575226.04
314,Misty Horn,23,Male,USA,5,Action,6.71,10.06,College,7,52,19524,5533,33,523156.86
315,Ashley Pierce,51,Male,USA,19,Action,6.18,5.33,College,9,46,17457,5053,23,978634.75
316,Katherine Brown,45,Male,USA,12,Action,5.52,7.07,University,8,46,16690,4949,21,703257.27
317,Joshua Cohen,30,Female,USA,12,Drama,10.03,7.84,College,9,37,17492,5320,28,613626.7
318,Michael Gilbert,29,Female,USA,11,Horror,4.78,6.65,Graduate,5,36,16043,5175,37,318017.07
319,Victoria Johnson,30,Female,USA,12,Comedy,9.85,2.99,University,7,36,15400,5065,30,740311.24
320,Cory Sullivan,42,Female,USA,13,Action,9.44,3.58,High School,7,34,18502,5151,24,943657.71
321,Chris Doyle,43,Female,Canada,14,Musical,8.49,1.04,College,3,34,17952,5402,16,496899.07
322,Jon Grant,20,Male,USA,2,Drama,7.92,4.62,University,4,38,14583,5093,20,302398.58
323,Amy Leonard,53,Male,USA,12,Comedy,7.15,18.34,Graduate,10,56,19449,5495,26,858061.75
324,James Gonzalez,24,Female,Canada,6,Drama,7.46,7.07,Graduate,7,23,15086,4447,21,456702.69
325,Kayla Peters,20,Female,USA,2,Drama,9.87,10.39,College,4,41,17042,5042,26,374956.87
326,David Young,51,Male,USA,9,Action,3.98,7.24,Graduate,6,41,15304,4606,21,283707.36
327,Nicole Kirby,48,Male,USA,12,Horror,1.19,7.5,Graduate,5,41,15312,5219,27,204231.03
328,Michael Gregory,42,Female,USA,16,Comedy,7.25,4.72,High School,7,50,18931,4858,29,832638.59
329,Mary Ramsey,30,Female,USA,12,Action,6.93,2.73,College,7,35,14801,4453,15,753779.1
330,Austin Ferguson,56,Female,USA,13,Drama,9.1,16.18,Graduate,10,30,16450,4717,22,873376.06
331,Patrick Kelly,42,Male,Canada,11,Sci-Fi,8.27,9.03,University,8,40,18880,5341,27,747744.97
332,Tammy Robertson,39,Female,USA,15,Action,7.35,6.09,Graduate,6,29,14694,4950,19,591322.01
333,Alex Hampton,48,Male,USA,16,Comedy,7.91,9.15,College,10,35,15935,4875,22,826332.41
334,Michael Oconnell,26,Male,USA,8,Comedy,6.17,8.99,University,6,49,17663,5408,32,592326.51
335,Richard Jackson,37,Male,Canada,16,Action,6.14,14.12,College,10,51,16617,4713,22,734311.64
336,Andrea Blake,42,Male,USA,13,Comedy,6.46,12.53,High School,8,38,17383,4922,24,789673.31
337,Scott Mccarthy,46,Female,USA,10,Drama,8.59,3.92,College,8,47,18270,5318,27,704118.45
338,Alison Gibson,40,Male,USA,15,Comedy,7.26,5.51,High School,7,38,15634,5047,21,669017.73
339,Jamie Montgomery,34,Female,USA,16,Comedy,9.39,12.75,College,13,30,16396,4915,24,1324633.85
340,Samuel Zhang,42,Female,USA,17,Musical,8.97,10.24,High School,10,36,17742,5509,22,992700.02
341,Mary Montoya,30,Male,USA,12,Sci-Fi,5.38,4.46,Graduate,6,38,17679,5183,22,519345.69
342,Zachary Nelson,27,Female,USA,9,Musical,7.93,8.98,Graduate,7,38,17332,5386,24,619046.94
343,Wendy Joseph,30,Female,USA,12,Action,10.36,11.5,University,8,37,16736,5048,26,1116998.76
344,Stephanie Avery,41,Male,Canada,9,Comedy,7.7,13.16,University,8,38,19600,5242,22,855620.44
345,Rebecca Gregory,31,Male,USA,13,Horror,7.89,11.42,Graduate,9,34,16790,4943,23,667841.32
346,Stephanie Landry,22,Male,USA,4,Drama,5.53,8.3,University,7,41,15095,5065,20,552484.13
347,Jerome Guerrero,35,Female,USA,17,Action,9.75,4.29,College,7,34,14821,4903,21,868146.1
348,Teresa Crawford,47,Female,Canada,12,Comedy,8.44,3.92,University,8,36,18222,5611,23,609022.07
349,Mr. Aaron Becker MD,59,Male,Canada,14,Action,7.62,13.33,High School,11,27,16602,4918,26,950754.66
350,David Peck,26,Female,USA,8,Action,7.96,6.33,College,5,38,15120,5014,23,502188.09
351,Barbara Olson,26,Female,USA,8,Comedy,7.28,5.06,College,6,59,20740,5446,30,672511.3
352,Ryan Beck,38,Male,USA,16,Action,5.5,4.59,University,6,40,16116,5136,25,578564.29
353,Michelle Marshall,55,Female,USA,19,Drama,8.96,8.21,High School,14,40,14200,4734,23,1315538.68
354,Christina Foster,45,Male,USA,15,Horror,7.43,14.69,Graduate,9,34,18960,5730,31,743127.05
355,Sabrina Ross,44,Male,USA,16,Sci-Fi,4.87,6.21,High School,7,26,15318,4825,21,458215.57
356,Melanie Davis,39,Male,USA,20,Drama,9.39,11.64,University,11,30,16777,5222,27,922185.66
357,Michelle Marshall,34,Female,USA,11,Drama,8.05,8.34,Graduate,8,40,16922,4971,25,602194.21
358,Mark Houston,38,Female,USA,15,Action,4.89,5.91,Graduate,5,34,16401,4819,24,440164.77
359,Robin Hooper,56,Male,USA,16,Sci-Fi,6.85,11.52,High School,12,46,16416,5230,26,965019.46
360,Paul Snow,33,Male,USA,15,Drama,7.01,8.85,Graduate,9,31,15785,4958,22,752573.92
361,Amanda Ortiz,38,Female,USA,15,Drama,7.88,10.38,Graduate,10,47,17680,5077,20,843584.69
362,Abigail Johnson,35,Male,USA,17,Drama,5.96,10.76,University,8,51,18854,5389,24,635311.3
363,John Taylor,55,Female,USA,20,Drama,9.12,7.73,Graduate,11,40,19210,5046,20,1418193.18
364,Tina Smith,19,Male,USA,1,Sci-Fi,7.0,5.75,University,4,53,17966,5126,23,358801.87
365,Samantha Brown,24,Female,USA,6,Drama,11.18,4.36,University,6,52,20579,5426,22,816268.9
366,Jillian Carpenter,38,Female,Canada,15,Comedy,9.67,4.95,University,9,37,16991,4701,21,1085625.08
367,Edward Woods,33,Female,USA,15,Comedy,7.17,14.82,Graduate,12,37,18408,5619,24,1204261.11
368,Amy Roth,40,Male,USA,12,Comedy,6.33,5.78,College,5,47,20163,5365,19,634318.85
369,Stephanie Moore,26,Male,USA,8,Sci-Fi,5.23,7.12,High School,7,41,16751,5550,27,476398.6
370,Heather Howard,26,Male,USA,8,Action,7.31,3.63,University,7,33,16528,4910,29,620930.41
371,Stephen Powell,35,Female,USA,14,Drama,12.46,6.29,University,10,44,15489,4626,21,1032472.79
372,Rebecca Leach,43,Male,USA,13,Drama,5.4,2.56,High School,4,36,16074,5172,26,506271.12
373,Miranda Lopez,34,Female,USA,15,Comedy,10.27,7.12,High School,11,40,15896,5104,16,1506650.12
374,Misty Mcdaniel,30,Female,USA,12,Drama,10.88,6.23,High School,7,33,14412,4646,21,500260.42
375,Daisy Gordon,34,Female,USA,15,Drama,9.93,7.87,Graduate,6,44,18224,5372,26,808540.68
376,Jennifer Briggs,33,Male,USA,15,Action,7.07,7.57,University,8,41,17356,5033,25,880373.87
377,Michael Hodge,38,Female,USA,16,Comedy,7.59,9.07,College,9,39,14773,5222,20,831883.07
378,Scott Williamson,45,Male,USA,18,Sci-Fi,6.87,7.23,University,7,36,19223,5208,34,490693.6
379,Jennifer Arias,39,Female,USA,11,Drama,8.88,4.69,College,6,26,15412,4854,17,538536.15
380,Tina Rodriguez,38,Male,USA,20,Comedy,6.2,11.7,High School,13,42,15642,4718,27,1624816.58
381,Scott Martinez,35,Male,USA,11,Drama,8.28,15.56,University,10,26,15253,4824,22,635462.7
382,Mr. Craig Coleman,38,Male,USA,14,Action,5.8,4.0,Graduate,5,31,16774,5738,26,663107.21
383,Kristin Lopez,37,Female,Canada,14,Sci-Fi,10.36,9.87,University,10,49,17267,5299,25,1349849.26
384,Timothy Miranda,40,Female,USA,22,Musical,11.92,9.55,College,11,31,15354,5399,31,1003753.45
385,Mark Nelson,20,Male,USA,2,Action,10.24,7.31,High School,5,35,15017,4546,20,409773.79
386,Mary Mitchell,37,Female,USA,13,Drama,7.62,5.51,University,8,42,17923,5873,31,773410.27
387,Scott Thomas,65,Male,USA,12,Action,7.56,7.08,University,7,35,12913,4681,20,517040.28
388,Mr. Jason Baker,51,Male,USA,11,Horror,6.37,6.45,Graduate,6,41,18162,5098,26,472891.68
389,Tina Black,59,Male,USA,12,Comedy,8.56,10.03,High School,11,35,16450,4779,18,1070888.72
390,Derek Shepard,24,Female,Canada,6,Drama,7.55,6.07,High School,5,38,17008,5205,27,475708.67
391,Sandy Berry,28,Female,USA,10,Drama,8.61,10.23,High School,10,46,18548,5463,30,1296123.84
392,Kelly Burke,41,Female,USA,13,Sci-Fi,7.66,12.13,Graduate,10,46,17524,5123,25,864697.03
393,Larry Gordon,37,Female,USA,12,Drama,7.94,9.04,High School,10,36,16815,4949,31,470610.6
394,Patricia Robinson,27,Female,USA,9,Musical,10.91,9.49,University,10,48,14934,5331,20,620211.86
395,Theresa Evans,25,Male,USA,7,Action,7.31,6.35,High School,6,39,18761,5476,30,706602.09
396,Heather Norris,33,Male,USA,14,Action,7.01,6.84,University,7,51,17280,5034,23,850094.54
397,Linda Myers,33,Female,USA,15,Comedy,9.7,10.54,College,11,23,12263,4643,19,648801.56
398,Jessica Edwards,47,Female,USA,22,Horror,8.09,4.02,Graduate,11,50,18745,5717,25,1531708.76
399,Norma Ho,39,Female,USA,16,Action,7.79,4.1,College,10,50,13834,5150,24,1383681.34
400,Robert Shaw,32,Male,USA,14,Drama,8.13,9.04,University,10,44,16453,5430,22,1180719.97
401,Lucas Medina,44,Male,USA,14,Action,4.47,5.77,High School,8,41,19704,5451,29,587926.49
402,Deborah Diaz,42,Female,USA,16,Drama,5.44,5.88,High School,10,48,18110,5569,24,839733.58
403,Kayla Murray,25,Female,USA,7,Comedy,7.35,10.75,College,8,37,12788,4379,18,462745.58
404,Amy Davis,35,Female,USA,15,Drama,6.99,11.06,High School,10,35,15886,5366,22,1035440.5
405,Jennifer Benitez,35,Female,USA,17,Comedy,6.82,7.38,High School,8,35,15151,4811,28,448618.93
406,Nathan Young,24,Male,USA,6,Action,6.09,5.43,College,5,40,15900,4879,16,465597.24
407,Shannon Hall,29,Female,USA,11,Sci-Fi,8.23,8.62,Graduate,7,40,14026,4940,22,492084.0
408,Lori Fischer,41,Female,USA,8,Drama,10.28,7.45,University,7,35,15454,4839,23,739302.42
409,Tiffany Moreno,27,Male,USA,9,Drama,7.22,3.99,High School,6,66,19142,5513,22,695357.03
410,Jorge Cameron,44,Male,USA,15,Action,7.44,5.44,High School,7,48,18438,5178,31,827048.46
411,Kristen Buck,31,Male,USA,13,Action,5.74,13.68,High School,14,38,16143,5318,20,1199508.42
412,Meredith Moses,40,Male,USA,18,Sci-Fi,8.02,8.1,Graduate,10,39,16226,4787,24,863229.97
413,Michael Waller,38,Male,USA,14,Sci-Fi,7.45,11.84,Graduate,9,33,15161,4475,21,648451.91
414,Christina Jackson,35,Female,USA,17,Action,7.4,9.91,College,10,30,15043,4829,22,1009510.25
415,Anne Welch,47,Male,USA,21,Sci-Fi,7.34,7.61,Graduate,9,41,15053,5040,30,809644.0
416,Jennifer Sanders,22,Female,USA,4,Drama,8.2,5.65,High School,8,30,17136,5030,23,641661.22
417,Benjamin Jones,40,Male,USA,15,Drama,9.54,1.91,High School,4,36,17139,5285,26,544969.55
418,Amber Gates,41,Female,USA,16,Drama,9.28,9.75,High School,9,32,16268,4996,18,779630.31
419,Lori Spencer DVM,40,Female,USA,18,Comedy,7.9,7.48,High School,8,47,18553,4956,24,638313.87
420,Ronald White,25,Female,USA,7,Drama,8.02,9.38,College,6,43,15575,4987,18,545158.46
421,Jacob Lam,28,Female,USA,10,Drama,7.62,7.79,College,8,40,14682,4834,22,587000.24
422,Mark Smith,44,Female,Canada,20,Drama,6.01,9.68,Graduate,10,38,17283,5102,25,753522.17
423,Chad Randall,44,Female,Canada,14,Comedy,6.53,5.73,Graduate,9,31,14869,5308,31,926223.58
424,Gary Owen,21,Female,USA,3,Sci-Fi,7.49,10.63,University,8,39,15703,5037,25,529155.72
425,Joseph Greene,49,Male,USA,13,Sci-Fi,6.12,11.01,College,10,39,14378,4936,24,539132.04
426,Aaron Diaz,33,Female,USA,13,Drama,8.59,10.07,College,8,36,14677,5196,29,574070.25
427,Candace White,45,Male,USA,15,Horror,6.66,8.83,University,9,35,12920,4971,24,597677.44
428,Thomas Brooks,46,Male,USA,15,Comedy,8.86,2.44,College,6,26,14445,4731,28,852427.29
429,Michael Mcintyre,49,Male,Canada,14,Horror,6.32,8.4,High School,9,34,14115,4736,22,608786.55
430,Jamie Freeman,32,Male,USA,12,Action,5.51,12.16,Graduate,9,42,15199,4792,28,682588.29
431,Jennifer Garcia,39,Female,USA,13,Drama,9.46,6.4,High School,9,25,14927,4732,17,874122.41
432,Matthew Taylor,30,Male,USA,11,Sci-Fi,7.47,5.2,High School,8,29,15056,4917,31,527377.11
433,Rachel Moore,36,Female,USA,14,Musical,8.66,10.14,Graduate,8,39,14621,4733,23,668160.29
434,Debra Jones,32,Male,Canada,14,Action,5.61,7.65,Graduate,8,50,19891,5332,27,970146.63
435,Austin Carter,53,Male,USA,14,Drama,5.88,1.97,College,4,35,16534,5113,22,721423.71
436,Christopher Watson,32,Female,USA,14,Drama,9.39,7.82,College,7,51,19956,5509,26,819938.79
437,Mr. Gary Barnes,42,Male,USA,18,Sci-Fi,5.63,5.27,High School,8,39,16119,4664,24,536728.29
438,Tracy Davis,50,Male,USA,13,Action,7.63,0.44,High School,3,32,15267,4690,22,481248.63
439,Craig Moss,36,Male,USA,13,Drama,7.05,11.8,University,8,33,15797,5055,24,621746.75
440,Kelly Rodriguez,55,Male,USA,16,Comedy,8.17,10.63,Graduate,9,41,17459,5130,21,1100557.2
441,Kelly Strong,38,Male,USA,15,Comedy,6.84,9.0,High School,9,34,16383,4908,22,879848.75
442,Jennifer Smith,33,Male,USA,15,Horror,6.05,6.83,Graduate,8,47,16599,5097,27,652610.02
443,Michael Stewart,22,Female,USA,4,Musical,8.72,11.59,University,9,38,15186,5220,25,482712.07
444,Brian Roberts,40,Male,USA,10,Action,7.07,10.2,Graduate,9,38,15058,4779,26,714937.54
445,Larry Payne,30,Female,USA,12,Drama,7.08,7.67,University,6,37,15966,5248,24,566685.27
446,Aaron Hartman,48,Male,USA,14,Sci-Fi,8.54,10.93,University,8,41,19673,5654,22,747633.85
447,Sandra Beasley,27,Female,Canada,9,Drama,9.16,11.11,University,6,35,16895,4824,28,483158.18
448,Heather Berry,20,Female,Canada,2,Drama,9.81,10.22,High School,8,30,14953,4944,22,542680.21
449,Ryan Beck,38,Male,USA,16,Action,5.5,4.59,University,6,40,16116,5136,25,578564.29
450,Dylan Mitchell,37,Male,USA,16,Horror,6.06,10.08,Graduate,9,49,16908,4784,23,688745.95
451,Jack Ortega,21,Female,USA,3,Action,5.35,7.28,Graduate,6,42,15230,4753,27,315676.28
452,Leslie Levine,36,Female,Canada,16,Comedy,10.15,16.45,Graduate,15,47,18049,5339,27,1683939.18
453,John Acevedo,32,Male,USA,14,Comedy,6.66,9.36,University,9,33,15147,5032,26,1049419.85
454,Taylor Ho,28,Male,USA,10,Sci-Fi,5.07,17.96,Graduate,8,46,17287,5215,32,430931.4
455,Heather Mercer,26,Female,USA,8,Drama,10.99,9.62,College,9,38,16888,5392,27,708927.45
456,Melissa Perez MD,32,Male,USA,14,Comedy,7.18,5.39,High School,10,39,15421,5072,24,1213758.54
457,Robin Smith,45,Male,Canada,16,Musical,5.57,7.74,High School,11,38,16987,4662,26,814812.5
458,Amanda Brown,23,Female,USA,5,Drama,8.15,10.54,College,9,28,14938,4796,27,491036.97
459,John Kaiser,24,Female,Canada,6,Action,6.24,5.39,Graduate,6,27,16535,5214,24,532101.21
460,Steven Perkins,34,Female,USA,16,Comedy,8.59,8.83,High School,10,27,14413,4759,21,929456.36
461,Melanie Jones,35,Female,USA,10,Comedy,6.21,6.5,College,5,46,18360,5279,35,400421.46
462,Cynthia Gray,38,Male,USA,16,Action,6.4,10.23,University,9,41,14791,4906,26,874640.15
463,James Benton,36,Male,USA,11,Action,5.4,15.89,College,13,41,15894,5283,29,935939.9
464,Mitchell Henderson,34,Female,USA,16,Action,5.96,12.36,High School,13,39,17673,4856,22,1359745.95
465,Cole Fuller,37,Male,USA,19,Horror,7.96,6.81,High School,9,41,19645,5559,25,1259995.51
466,Michael Williams,35,Female,USA,15,Comedy,7.9,3.69,College,7,20,16589,5189,19,635980.63
467,Emily Martinez,35,Male,USA,17,Drama,5.54,6.66,High School,7,37,16053,5128,19,588159.18
468,Holly Terry,43,Male,USA,12,Action,4.99,5.92,College,5,46,16349,5528,22,507956.3
469,Timothy Campbell,42,Male,Canada,20,Action,4.44,0.61,Graduate,5,43,18233,5635,26,770730.46
470,Ariana Mcclain,32,Female,USA,14,Musical,8.6,8.4,College,8,53,18762,5485,26,909856.61
471,Timothy Ford,21,Female,USA,3,Comedy,10.32,0.86,College,5,52,17985,5463,26,479911.62
472,Sarah Wilson,34,Male,USA,13,Comedy,8.1,11.11,University,9,43,14457,4973,26,898161.96
473,John Ward,50,Male,USA,13,Drama,11.54,14.52,Graduate,10,29,16816,5038,20,982184.79
474,Jessica Miller,28,Female,USA,10,Comedy,5.88,15.51,Graduate,10,36,17565,4961,34,521391.7
475,Karen Johnson,52,Male,USA,17,Action,7.18,9.02,Graduate,10,34,19950,5684,29,1114477.35
476,Ralph Erickson,38,Male,USA,17,Horror,4.94,8.51,University,10,46,16917,5737,30,808338.11
477,Wesley Peterson,41,Female,USA,13,Comedy,6.63,6.41,Graduate,9,37,15997,5027,23,884087.32
478,Michael Valdez,43,Male,USA,9,Action,5.41,4.71,Graduate,5,48,18649,5121,20,544342.63
479,Ryan Klein,39,Male,USA,12,Action,6.49,5.89,College,9,34,14958,4790,23,634477.75
480,Richard Nelson,57,Male,USA,12,Sci-Fi,8.19,7.97,High School,8,38,16273,5095,24,716681.77
481,Ronald Marsh,38,Male,Canada,13,Musical,9.52,8.43,Graduate,6,52,17636,5226,21,615482.77
482,Paul English,28,Female,Canada,10,Comedy,8.24,9.02,High School,8,35,16061,5162,29,634937.26
483,Sierra Bennett,59,Male,USA,17,Action,5.32,12.86,Graduate,12,36,17219,5080,23,1212895.72
484,Taylor Mccullough,40,Male,USA,13,Sci-Fi,6.47,3.5,College,5,42,16378,5039,22,480633.28
485,Frank Baldwin,45,Female,USA,16,Comedy,7.66,14.73,Graduate,12,39,16754,4992,28,1090080.47
486,Peter Rodriguez,39,Male,Canada,14,Horror,6.52,10.34,University,9,34,18185,5603,22,877203.39
487,Suzanne Porter,23,Female,Canada,5,Horror,5.8,6.13,High School,6,37,16106,5569,29,324824.62
488,Alyssa Martinez,43,Female,USA,16,Drama,7.18,8.13,University,7,28,13456,4629,23,778431.92
489,Sara Martinez,21,Female,USA,3,Drama,11.07,6.15,College,4,41,18559,5451,31,613798.86
490,Angela Rose,44,Male,USA,15,Sci-Fi,7.52,9.73,University,8,38,16431,5462,23,571424.03
491,Ann Ortiz,35,Female,Canada,17,Action,7.0,12.62,College,14,31,15637,4957,24,1379368.74
492,Jordan Duarte,33,Male,USA,8,Comedy,7.92,7.2,Graduate,6,29,14491,4882,24,454960.97
493,James Hays,53,Male,USA,14,Action,8.85,15.81,Graduate,10,32,14824,4532,20,985873.56
494,Alexander Hill,23,Male,USA,5,Sci-Fi,6.76,7.38,University,7,40,17685,4986,26,513051.71
495,Veronica Woods,33,Male,USA,10,Action,6.11,6.52,Graduate,5,44,18456,4952,30,682566.8
