Name;Age;Gender;Nationality;Years Active;Genre Specialization;Beauty;Skill Level;Education Level;Award Wins;Media Mentions;Social Media Followers;Social Media Likes;Network Size;Income
Austin Green;36;Female;USA;10;Musical;9.48;18.47;Graduate;9;37;15935;5207;24;454152.66
Joshua Hall;39;Male;USA;17;Drama;11;7.67;High School;10;41;16547;5116;26;1265040.48
Ann Anthony;39;Male;USA;14;Drama;9.28;5.96;College;9;27;14102;4450;24;827535.85
Travis Estrada;19;Female;Canada;1;Musical;11.44;3.74;High School;4;39;15666;4767;22;356053.28
Morgan Barrett;46;Female;USA;19;Drama;10.03;9.57;Graduate;11;31;16677;4871;27;1428166.56
Timothy Braun;58;Male;USA;13;Action;5.4;15.41;University;9;36;17862;5507;31;701392.26
Traci Hancock;44;Male;USA;13;Sci-Fi;8.09;7.28;University;8;47;17333;5163;27;773144.42
Mr. Jerry Vaughn;47;Female;Canada;14;Comedy;6.87;5.45;Graduate;7;23;16749;4907;27;666932.35
David Avery;43;Male;USA;15;Horror;6.22;15.28;University;11;42;19531;5444;23;924345.36
Thomas George;29;Female;USA;11;Drama;8.12;8.36;High School;7;26;14219;4681;24;706315.97
Matthew Hunt;45;Female;Canada;21;Action;9.38;9.06;University;13;41;19502;5251;17;2645846.59
Robert Tanner;55;Female;USA;13;Horror;6.6;9.7;High School;10;27;13380;5021;31;456299.42
Jason White;59;Female;USA;17;Drama;5.95;4.76;Graduate;6;31;15784;5208;26;696992.24
Kelly Perez;51;Female;USA;16;Comedy;6.94;11.32;University;11;30;16385;4640;23;930119.17
Heather Nelson;44;Female;USA;16;Comedy;6.77;4.72;Graduate;8;33;16341;5048;20;1040330.9
James Griffin;47;Male;USA;14;Action;6.21;8.25;High School;9;39;15259;5189;24;976213.08
Jennifer Allen DDS;40;Female;USA;17;Action;9.01;3.4;High School;10;42;18984;5520;24;1721940.82
Gary Benson;42;Female;USA;12;Drama;10.13;12.86;University;9;44;17513;5105;27;891364.47
Elizabeth Rodgers;31;Female;Canada;13;Drama;7.06;5.65;Graduate;8;37;15893;5031;24;745148.64
Keith Bray;33;Male;USA;9;Drama;7.9;3.57;High School;8;47;17366;4993;31;551814.41
Jerry Stafford;44;Male;USA;17;Sci-Fi;6.9;8.51;University;8;45;18991;5490;30;831591.82
Colleen Gilbert;37;Female;USA;15;Drama;7.85;2.6;College;9;42;13735;4719;29;755916.6
Michael Turner;46;Male;USA;17;Action;3.28;8.5;High School;11;39;16645;4854;25;719150.71
Brenda Reynolds;18;Female;USA;0;Action;9.08;12.24;Graduate;5;30;15987;4554;28;379931.82
Matthew Mccarthy;42;Male;USA;13;Sci-Fi;8.62;9.6;Graduate;8;58;19784;5485;22;828923.32
Jennifer Zhang;37;Female;USA;14;Drama;9.09;12.34;Graduate;9;33;14738;4714;27;772181.7
Lisa Thomas;53;Male;USA;17;Action;6.74;20.48;Graduate;12;37;16295;4953;27;1040340.28
Julia Ritter;44;Male;USA;18;Action;5.5;12.18;College;11;32;18975;5273;24;915643.18
Jeffrey Ford;44;Male;USA;14;Sci-Fi;6.41;11.23;College;10;49;17035;5330;22;786869.26
Julie Roberts;63;Male;USA;12;Comedy;8.23;7.29;College;6;32;16022;4838;25;652064.6
Trevor Barnett;21;Female;USA;3;Comedy;8.53;2.63;High School;5;35;15247;5151;24;328029.79
Stacy Collier;30;Female;USA;12;Drama;9.19;7.61;Graduate;8;36;14263;5405;23;526983.19
David Higgins;34;Male;USA;16;Drama;8.51;10.79;University;8;23;13992;4836;33;748831
Michelle Garcia;28;Male;USA;10;Action;7.91;6.08;University;8;52;19876;4913;28;888050.15
Walter Newman;46;Female;USA;18;Action;7.07;6.85;College;9;38;15106;4443;26;855469.19
Cynthia Brown;41;Female;Canada;16;Drama;6.01;5.52;High School;7;37;14560;4888;23;514650.25
Richard Rodriguez;44;Female;Canada;13;Drama;8.64;0.36;College;5;44;18057;5128;29;630221.26
Julie Nguyen;29;Female;USA;11;Drama;8.74;9.28;University;9;41;15419;5142;28;737299.43
Stephanie Conrad;41;Female;USA;11;Drama;8.78;12.01;High School;8;41;18323;5657;29;871148.72
Susan Ponce;38;Male;USA;16;Action;5.89;12.1;College;10;35;16252;5294;32;700361.33
Victoria Lewis;26;Male;USA;8;Comedy;5.81;7.43;Graduate;6;22;15659;5156;23;575226.04
Misty Horn;23;Male;USA;5;Action;6.71;10.06;College;7;52;19524;5533;33;523156.86
Ashley Pierce;51;Male;USA;19;Action;6.18;5.33;College;9;46;17457;5053;23;978634.75
Katherine Brown;45;Male;USA;12;Action;5.52;7.07;University;8;46;16690;4949;21;703257.27
Joshua Cohen;30;Female;USA;12;Drama;10.03;7.84;College;9;37;17492;5320;28;613626.7
Michael Gilbert;29;Female;USA;11;Horror;4.78;6.65;Graduate;5;36;16043;5175;37;318017.07
Victoria Johnson;30;Female;USA;12;Comedy;9.85;2.99;University;7;36;15400;5065;30;740311.24
Cory Sullivan;42;Female;USA;13;Action;9.44;3.58;High School;7;34;18502;5151;24;943657.71
Chris Doyle;43;Female;Canada;14;Musical;8.49;1.04;College;3;34;17952;5402;16;496899.07
Jon Grant;20;Male;USA;2;Drama;7.92;4.62;University;4;38;14583;5093;20;302398.58
Amy Leonard;53;Male;USA;12;Comedy;7.15;18.34;Graduate;10;56;19449;5495;26;858061.75
James Gonzalez;24;Female;Canada;6;Drama;7.46;7.07;Graduate;7;23;15086;4447;21;456702.69
Kayla Peters;20;Female;USA;2;Drama;9.87;10.39;College;4;41;17042;5042;26;374956.87
David Young;51;Male;USA;9;Action;3.98;7.24;Graduate;6;41;15304;4606;21;283707.36
Nicole Kirby;48;Male;USA;12;Horror;1.19;7.5;Graduate;5;41;15312;5219;27;204231.03
Michael Gregory;42;Female;USA;16;Comedy;7.25;4.72;High School;7;50;18931;4858;29;832638.59
Mary Ramsey;30;Female;USA;12;Action;6.93;2.73;College;7;35;14801;4453;15;753779.1
Austin Ferguson;56;Female;USA;13;Drama;9.1;16.18;Graduate;10;30;16450;4717;22;873376.06
Patrick Kelly;42;Male;Canada;11;Sci-Fi;8.27;9.03;University;8;40;18880;5341;27;747744.97
Tammy Robertson;39;Female;USA;15;Action;7.35;6.09;Graduate;6;29;14694;4950;19;591322.01
Alex Hampton;48;Male;USA;16;Comedy;7.91;9.15;College;10;35;15935;4875;22;826332.41
Michael Oconnell;26;Male;USA;8;Comedy;6.17;8.99;University;6;49;17663;5408;32;592326.51
Richard Jackson;37;Male;Canada;16;Action;6.14;14.12;College;10;51;16617;4713;22;734311.64
Andrea Blake;42;Male;USA;13;Comedy;6.46;12.53;High School;8;38;17383;4922;24;789673.31
Scott Mccarthy;46;Female;USA;10;Drama;8.59;3.92;College;8;47;18270;5318;27;704118.45
Alison Gibson;40;Male;USA;15;Comedy;7.26;5.51;High School;7;38;15634;5047;21;669017.73
Jamie Montgomery;34;Female;USA;16;Comedy;9.39;12.75;College;13;30;16396;4915;24;1324633.85
Samuel Zhang;42;Female;USA;17;Musical;8.97;10.24;High School;10;36;17742;5509;22;992700.02
Mary Montoya;30;Male;USA;12;Sci-Fi;5.38;4.46;Graduate;6;38;17679;5183;22;519345.69
Zachary Nelson;27;Female;USA;9;Musical;7.93;8.98;Graduate;7;38;17332;5386;24;619046.94
Wendy Joseph;30;Female;USA;12;Action;10.36;11.5;University;8;37;16736;5048;26;1116998.76
Stephanie Avery;41;Male;Canada;9;Comedy;7.7;13.16;University;8;38;19600;5242;22;855620.44
Rebecca Gregory;31;Male;USA;13;Horror;7.89;11.42;Graduate;9;34;16790;4943;23;667841.32
Stephanie Landry;22;Male;USA;4;Drama;5.53;8.3;University;7;41;15095;5065;20;552484.13
Jerome Guerrero;35;Female;USA;17;Action;9.75;4.29;College;7;34;14821;4903;21;868146.1
Teresa Crawford;47;Female;Canada;12;Comedy;8.44;3.92;University;8;36;18222;5611;23;609022.07
Mr. Aaron Becker MD;59;Male;Canada;14;Action;7.62;13.33;High School;11;27;16602;4918;26;950754.66
David Peck;26;Female;USA;8;Action;7.96;6.33;College;5;38;15120;5014;23;502188.09
Barbara Olson;26;Female;USA;8;Comedy;7.28;5.06;College;6;59;20740;5446;30;672511.3
Ryan Beck;38;Male;USA;16;Action;5.5;4.59;University;6;40;16116;5136;25;578564.29
Michelle Marshall;55;Female;USA;19;Drama;8.96;8.21;High School;14;40;14200;4734;23;1315538.68
Christina Foster;45;Male;USA;15;Horror;7.43;14.69;Graduate;9;34;18960;5730;31;743127.05
Sabrina Ross;44;Male;USA;16;Sci-Fi;4.87;6.21;High School;7;26;15318;4825;21;458215.57
Melanie Davis;39;Male;USA;20;Drama;9.39;11.64;University;11;30;16777;5222;27;922185.66
Michelle Marshall;34;Female;USA;11;Drama;8.05;8.34;Graduate;8;40;16922;4971;25;602194.21
Mark Houston;38;Female;USA;15;Action;4.89;5.91;Graduate;5;34;16401;4819;24;440164.77
Robin Hooper;56;Male;USA;16;Sci-Fi;6.85;11.52;High School;12;46;16416;5230;26;965019.46
Paul Snow;33;Male;USA;15;Drama;7.01;8.85;Graduate;9;31;15785;4958;22;752573.92
Amanda Ortiz;38;Female;USA;15;Drama;7.88;10.38;Graduate;10;47;17680;5077;20;843584.69
Abigail Johnson;35;Male;USA;17;Drama;5.96;10.76;University;8;51;18854;5389;24;635311.3
John Taylor;55;Female;USA;20;Drama;9.12;7.73;Graduate;11;40;19210;5046;20;1418193.18
Tina Smith;19;Male;USA;1;Sci-Fi;7;5.75;University;4;53;17966;5126;23;358801.87
Samantha Brown;24;Female;USA;6;Drama;11.18;4.36;University;6;52;20579;5426;22;816268.9
Jillian Carpenter;38;Female;Canada;15;Comedy;9.67;4.95;University;9;37;16991;4701;21;1085625.08
Edward Woods;33;Female;USA;15;Comedy;7.17;14.82;Graduate;12;37;18408;5619;24;1204261.11
Amy Roth;40;Male;USA;12;Comedy;6.33;5.78;College;5;47;20163;5365;19;634318.85
Stephanie Moore;26;Male;USA;8;Sci-Fi;5.23;7.12;High School;7;41;16751;5550;27;476398.6
Heather Howard;26;Male;USA;8;Action;7.31;3.63;University;7;33;16528;4910;29;620930.41
Stephen Powell;35;Female;USA;14;Drama;12.46;6.29;University;10;44;15489;4626;21;1032472.79
Rebecca Leach;43;Male;USA;13;Drama;5.4;2.56;High School;4;36;16074;5172;26;506271.12
Miranda Lopez;34;Female;USA;15;Comedy;10.27;7.12;High School;11;40;15896;5104;16;1506650.12
Misty Mcdaniel;30;Female;USA;12;Drama;10.88;6.23;High School;7;33;14412;4646;21;500260.42
Daisy Gordon;34;Female;USA;15;Drama;9.93;7.87;Graduate;6;44;18224;5372;26;808540.68
Jennifer Briggs;33;Male;USA;15;Action;7.07;7.57;University;8;41;17356;5033;25;880373.87
Michael Hodge;38;Female;USA;16;Comedy;7.59;9.07;College;9;39;14773;5222;20;831883.07
Scott Williamson;45;Male;USA;18;Sci-Fi;6.87;7.23;University;7;36;19223;5208;34;490693.6
Jennifer Arias;39;Female;USA;11;Drama;8.88;4.69;College;6;26;15412;4854;17;538536.15
Tina Rodriguez;38;Male;USA;20;Comedy;6.2;11.7;High School;13;42;15642;4718;27;1624816.58
Scott Martinez;35;Male;USA;11;Drama;8.28;15.56;University;10;26;15253;4824;22;635462.7
Mr. Craig Coleman;38;Male;USA;14;Action;5.8;4;Graduate;5;31;16774;5738;26;663107.21
Kristin Lopez;37;Female;Canada;14;Sci-Fi;10.36;9.87;University;10;49;17267;5299;25;1349849.26
Timothy Miranda;40;Female;USA;22;Musical;11.92;9.55;College;11;31;15354;5399;31;1003753.45
Mark Nelson;20;Male;USA;2;Action;10.24;7.31;High School;5;35;15017;4546;20;409773.79
Mary Mitchell;37;Female;USA;13;Drama;7.62;5.51;University;8;42;17923;5873;31;773410.27
Scott Thomas;65;Male;USA;12;Action;7.56;7.08;University;7;35;12913;4681;20;517040.28
Mr. Jason Baker;51;Male;USA;11;Horror;6.37;6.45;Graduate;6;41;18162;5098;26;472891.68
Tina Black;59;Male;USA;12;Comedy;8.56;10.03;High School;11;35;16450;4779;18;1070888.72
Derek Shepard;24;Female;Canada;6;Drama;7.55;6.07;High School;5;38;17008;5205;27;475708.67
Sandy Berry;28;Female;USA;10;Drama;8.61;10.23;High School;10;46;18548;5463;30;1296123.84
Kelly Burke;41;Female;USA;13;Sci-Fi;7.66;12.13;Graduate;10;46;17524;5123;25;864697.03
Larry Gordon;37;Female;USA;12;Drama;7.94;9.04;High School;10;36;16815;4949;31;470610.6
Patricia Robinson;27;Female;USA;9;Musical;10.91;9.49;University;10;48;14934;5331;20;620211.86
Theresa Evans;25;Male;USA;7;Action;7.31;6.35;High School;6;39;18761;5476;30;706602.09
Heather Norris;33;Male;USA;14;Action;7.01;6.84;University;7;51;17280;5034;23;850094.54
Linda Myers;33;Female;USA;15;Comedy;9.7;10.54;College;11;23;12263;4643;19;648801.56
Jessica Edwards;47;Female;USA;22;Horror;8.09;4.02;Graduate;11;50;18745;5717;25;1531708.76
Norma Ho;39;Female;USA;16;Action;7.79;4.1;College;10;50;13834;5150;24;1383681.34
Robert Shaw;32;Male;USA;14;Drama;8.13;9.04;University;10;44;16453;5430;22;1180719.97
Lucas Medina;44;Male;USA;14;Action;4.47;5.77;High School;8;41;19704;5451;29;587926.49
Deborah Diaz;42;Female;USA;16;Drama;5.44;5.88;High School;10;48;18110;5569;24;839733.58
Kayla Murray;25;Female;USA;7;Comedy;7.35;10.75;College;8;37;12788;4379;18;462745.58
Amy Davis;35;Female;USA;15;Drama;6.99;11.06;High School;10;35;15886;5366;22;1035440.5
Jennifer Benitez;35;Female;USA;17;Comedy;6.82;7.38;High School;8;35;15151;4811;28;448618.93
Nathan Young;24;Male;USA;6;Action;6.09;5.43;College;5;40;15900;4879;16;465597.24
Shannon Hall;29;Female;USA;11;Sci-Fi;8.23;8.62;Graduate;7;40;14026;4940;22;492084
Lori Fischer;41;Female;USA;8;Drama;10.28;7.45;University;7;35;15454;4839;23;739302.42
Tiffany Moreno;27;Male;USA;9;Drama;7.22;3.99;High School;6;66;19142;5513;22;695357.03
Jorge Cameron;44;Male;USA;15;Action;7.44;5.44;High School;7;48;18438;5178;31;827048.46
Kristen Buck;31;Male;USA;13;Action;5.74;13.68;High School;14;38;16143;5318;20;1199508.42
Meredith Moses;40;Male;USA;18;Sci-Fi;8.02;8.1;Graduate;10;39;16226;4787;24;863229.97
Michael Waller;38;Male;USA;14;Sci-Fi;7.45;11.84;Graduate;9;33;15161;4475;21;648451.91
Christina Jackson;35;Female;USA;17;Action;7.4;9.91;College;10;30;15043;4829;22;1009510.25
Anne Welch;47;Male;USA;21;Sci-Fi;7.34;7.61;Graduate;9;41;15053;5040;30;809644
Jennifer Sanders;22;Female;USA;4;Drama;8.2;5.65;High School;8;30;17136;5030;23;641661.22
Benjamin Jones;40;Male;USA;15;Drama;9.54;1.91;High School;4;36;17139;5285;26;544969.55
Amber Gates;41;Female;USA;16;Drama;9.28;9.75;High School;9;32;16268;4996;18;779630.31
Lori Spencer DVM;40;Female;USA;18;Comedy;7.9;7.48;High School;8;47;18553;4956;24;638313.87
Ronald White;25;Female;USA;7;Drama;8.02;9.38;College;6;43;15575;4987;18;545158.46
Jacob Lam;28;Female;USA;10;Drama;7.62;7.79;College;8;40;14682;4834;22;587000.24
Mark Smith;44;Female;Canada;20;Drama;6.01;9.68;Graduate;10;38;17283;5102;25;753522.17
Chad Randall;44;Female;Canada;14;Comedy;6.53;5.73;Graduate;9;31;14869;5308;31;926223.58
Gary Owen;21;Female;USA;3;Sci-Fi;7.49;10.63;University;8;39;15703;5037;25;529155.72
Joseph Greene;49;Male;USA;13;Sci-Fi;6.12;11.01;College;10;39;14378;4936;24;539132.04
Aaron Diaz;33;Female;USA;13;Drama;8.59;10.07;College;8;36;14677;5196;29;574070.25
Candace White;45;Male;USA;15;Horror;6.66;8.83;University;9;35;12920;4971;24;597677.44
Thomas Brooks;46;Male;USA;15;Comedy;8.86;2.44;College;6;26;14445;4731;28;852427.29
Michael Mcintyre;49;Male;Canada;14;Horror;6.32;8.4;High School;9;34;14115;4736;22;608786.55
Jamie Freeman;32;Male;USA;12;Action;5.51;12.16;Graduate;9;42;15199;4792;28;682588.29
Jennifer Garcia;39;Female;USA;13;Drama;9.46;6.4;High School;9;25;14927;4732;17;874122.41
Matthew Taylor;30;Male;USA;11;Sci-Fi;7.47;5.2;High School;8;29;15056;4917;31;527377.11
Rachel Moore;36;Female;USA;14;Musical;8.66;10.14;Graduate;8;39;14621;4733;23;668160.29
Debra Jones;32;Male;Canada;14;Action;5.61;7.65;Graduate;8;50;19891;5332;27;970146.63
Austin Carter;53;Male;USA;14;Drama;5.88;1.97;College;4;35;16534;5113;22;721423.71
Christopher Watson;32;Female;USA;14;Drama;9.39;7.82;College;7;51;19956;5509;26;819938.79
Mr. Gary Barnes;42;Male;USA;18;Sci-Fi;5.63;5.27;High School;8;39;16119;4664;24;536728.29
Tracy Davis;50;Male;USA;13;Action;7.63;0.44;High School;3;32;15267;4690;22;481248.63
Craig Moss;36;Male;USA;13;Drama;7.05;11.8;University;8;33;15797;5055;24;621746.75
Kelly Rodriguez;55;Male;USA;16;Comedy;8.17;10.63;Graduate;9;41;17459;5130;21;1100557.2
Kelly Strong;38;Male;USA;15;Comedy;6.84;9;High School;9;34;16383;4908;22;879848.75
Jennifer Smith;33;Male;USA;15;Horror;6.05;6.83;Graduate;8;47;16599;5097;27;652610.02
Michael Stewart;22;Female;USA;4;Musical;8.72;11.59;University;9;38;15186;5220;25;482712.07
Brian Roberts;40;Male;USA;10;Action;7.07;10.2;Graduate;9;38;15058;4779;26;714937.54
Larry Payne;30;Female;USA;12;Drama;7.08;7.67;University;6;37;15966;5248;24;566685.27
Aaron Hartman;48;Male;USA;14;Sci-Fi;8.54;10.93;University;8;41;19673;5654;22;747633.85
Sandra Beasley;27;Female;Canada;9;Drama;9.16;11.11;University;6;35;16895;4824;28;483158.18
Heather Berry;20;Female;Canada;2;Drama;9.81;10.22;High School;8;30;14953;4944;22;542680.21
Ryan Beck;38;Male;USA;16;Action;5.5;4.59;University;6;40;16116;5136;25;578564.29
Dylan Mitchell;37;Male;USA;16;Horror;6.06;10.08;Graduate;9;49;16908;4784;23;688745.95
Jack Ortega;21;Female;USA;3;Action;5.35;7.28;Graduate;6;42;15230;4753;27;315676.28
Leslie Levine;36;Female;Canada;16;Comedy;10.15;16.45;Graduate;15;47;18049;5339;27;1683939.18
John Acevedo;32;Male;USA;14;Comedy;6.66;9.36;University;9;33;15147;5032;26;1049419.85
Taylor Ho;28;Male;USA;10;Sci-Fi;5.07;17.96;Graduate;8;46;17287;5215;32;430931.4
Heather Mercer;26;Female;USA;8;Drama;10.99;9.62;College;9;38;16888;5392;27;708927.45
Melissa Perez MD;32;Male;USA;14;Comedy;7.18;5.39;High School;10;39;15421;5072;24;1213758.54
Robin Smith;45;Male;Canada;16;Musical;5.57;7.74;High School;11;38;16987;4662;26;814812.5
Amanda Brown;23;Female;USA;5;Drama;8.15;10.54;College;9;28;14938;4796;27;491036.97
John Kaiser;24;Female;Canada;6;Action;6.24;5.39;Graduate;6;27;16535;5214;24;532101.21
Steven Perkins;34;Female;USA;16;Comedy;8.59;8.83;High School;10;27;14413;4759;21;929456.36
Melanie Jones;35;Female;USA;10;Comedy;6.21;6.5;College;5;46;18360;5279;35;400421.46
Cynthia Gray;38;Male;USA;16;Action;6.4;10.23;University;9;41;14791;4906;26;874640.15
James Benton;36;Male;USA;11;Action;5.4;15.89;College;13;41;15894;5283;29;935939.9
Mitchell Henderson;34;Female;USA;16;Action;5.96;12.36;High School;13;39;17673;4856;22;1359745.95
Cole Fuller;37;Male;USA;19;Horror;7.96;6.81;High School;9;41;19645;5559;25;1259995.51
Michael Williams;35;Female;USA;15;Comedy;7.9;3.69;College;7;20;16589;5189;19;635980.63
Emily Martinez;35;Male;USA;17;Drama;5.54;6.66;High School;7;37;16053;5128;19;588159.18
Holly Terry;43;Male;USA;12;Action;4.99;5.92;College;5;46;16349;5528;22;507956.3
Timothy Campbell;42;Male;Canada;20;Action;4.44;0.61;Graduate;5;43;18233;5635;26;770730.46
Ariana Mcclain;32;Female;USA;14;Musical;8.6;8.4;College;8;53;18762;5485;26;909856.61
Timothy Ford;21;Female;USA;3;Comedy;10.32;0.86;College;5;52;17985;5463;26;479911.62
Sarah Wilson;34;Male;USA;13;Comedy;8.1;11.11;University;9;43;14457;4973;26;898161.96
John Ward;50;Male;USA;13;Drama;11.54;14.52;Graduate;10;29;16816;5038;20;982184.79
Jessica Miller;28;Female;USA;10;Comedy;5.88;15.51;Graduate;10;36;17565;4961;34;521391.7
Karen Johnson;52;Male;USA;17;Action;7.18;9.02;Graduate;10;34;19950;5684;29;1114477.35
Ralph Erickson;38;Male;USA;17;Horror;4.94;8.51;University;10;46;16917;5737;30;808338.11
Wesley Peterson;41;Female;USA;13;Comedy;6.63;6.41;Graduate;9;37;15997;5027;23;884087.32
Michael Valdez;43;Male;USA;9;Action;5.41;4.71;Graduate;5;48;18649;5121;20;544342.63
Ryan Klein;39;Male;USA;12;Action;6.49;5.89;College;9;34;14958;4790;23;634477.75
Richard Nelson;57;Male;USA;12;Sci-Fi;8.19;7.97;High School;8;38;16273;5095;24;716681.77
Ronald Marsh;38;Male;Canada;13;Musical;9.52;8.43;Graduate;6;52;17636;5226;21;615482.77
Paul English;28;Female;Canada;10;Comedy;8.24;9.02;High School;8;35;16061;5162;29;634937.26
Sierra Bennett;59;Male;USA;17;Action;5.32;12.86;Graduate;12;36;17219;5080;23;1212895.72
Taylor Mccullough;40;Male;USA;13;Sci-Fi;6.47;3.5;College;5;42;16378;5039;22;480633.28
Frank Baldwin;45;Female;USA;16;Comedy;7.66;14.73;Graduate;12;39;16754;4992;28;1090080.47
Peter Rodriguez;39;Male;Canada;14;Horror;6.52;10.34;University;9;34;18185;5603;22;877203.39
Suzanne Porter;23;Female;Canada;5;Horror;5.8;6.13;High School;6;37;16106;5569;29;324824.62
Alyssa Martinez;43;Female;USA;16;Drama;7.18;8.13;University;7;28;13456;4629;23;778431.92
Sara Martinez;21;Female;USA;3;Drama;11.07;6.15;College;4;41;18559;5451;31;613798.86
Angela Rose;44;Male;USA;15;Sci-Fi;7.52;9.73;University;8;38;16431;5462;23;571424.03
Ann Ortiz;35;Female;Canada;17;Action;7;12.62;College;14;31;15637;4957;24;1379368.74
Jordan Duarte;33;Male;USA;8;Comedy;7.92;7.2;Graduate;6;29;14491;4882;24;454960.97
James Hays;53;Male;USA;14;Action;8.85;15.81;Graduate;10;32;14824;4532;20;985873.56
Alexander Hill;23;Male;USA;5;Sci-Fi;6.76;7.38;University;7;40;17685;4986;26;513051.71
Veronica Woods;33;Male;USA;10;Action;6.11;6.52;Graduate;5;44;18456;4952;30;682566.8
Christopher Campbell;33;Male;Canada;9;Drama;8.35;12.05;High School;7;42;15706;4798;24;473094.55
Joshua Alexander;29;Female;USA;11;Comedy;7.08;6.05;High School;11;35;16599;4946;21;1000400.8
Ashley Morse;31;Female;USA;13;Action;5.56;10.45;University;9;40;15833;5254;22;667143.14
Tiffany Robinson;44;Male;USA;15;Drama;7.24;9.79;High School;11;43;16853;5205;24;878629.68
Theresa Taylor;41;Male;USA;14;Drama;9.69;9.04;College;7;35;16684;4889;18;534707.68
Kyle Roy;27;Female;USA;9;Sci-Fi;7.29;13.3;University;10;45;17613;5101;22;685235.05
Angela Houston;42;Female;USA;20;Comedy;8.2;6.72;University;10;31;15829;5031;27;1469998.43
Jack Thomas;45;Female;USA;13;Action;5.52;6.76;High School;8;40;14518;4915;18;498179.38
Stacey Williams;38;Male;USA;20;Action;7.08;12.07;University;9;47;20431;5171;33;1089328.7
Sandra Ramos;32;Female;USA;12;Drama;10.29;4.4;High School;5;35;16119;4984;29;603024.44
Justin Allison;50;Male;USA;19;Action;6.68;3.78;High School;8;34;15951;5671;32;741640.18
Ryan Lee;22;Male;USA;4;Comedy;7.3;13.27;Graduate;6;41;18708;5874;39;537462.98
Victoria Beck;38;Male;USA;11;Comedy;7.46;9.19;High School;7;35;16481;5021;27;662581.29
Linda Hernandez;60;Male;USA;16;Comedy;4.79;4.95;College;6;28;14799;4642;24;670195.99
Rebecca Davidson;47;Male;Canada;16;Drama;8.18;8.63;High School;8;42;17854;5028;24;806179.27
Taylor Hernandez;48;Male;USA;15;Action;8.14;8.09;University;7;30;15207;4753;26;624461.38
